530,2.843224
531,2.892825
532,2.926616
533,2.983924
534,3.121656
535,3.309256
536,3.48109
537,3.665323
538,3.954517
539,4.373206
540,4.946856
541,5.624003
542,6.555801
543,7.733393
544,9.166076
545,10.89194
546,12.85385
547,15.17715
548,17.79982
549,20.71966
550,23.91408
551,27.4473
552,31.34721
553,35.85917
554,40.58547
555,46.00974
556,51.54562
557,57.65722
558,63.4411
559,69.23384
560,74.56155
561,79.36227
562,83.78211
563,87.62179
564,91.43047
565,94.41985
566,96.86005
567,98.69796
568,99.83171
569,100
570,99.53056
571,98.31709
572,97.02834
573,95.09743
574,92.85651
575,90.35873
576,87.29849
577,84.34455
578,81.45704
579,78.53853
580,75.72188
581,72.43578
582,69.35341
583,66.09832
584,63.44553
585,60.86359
586,58.66696
587,56.4659
588,54.6147
589,53.09566
590,51.47033
591,49.907
592,48.38353
593,47.17892
594,46.06289
595,45.14614
596,44.32241
597,43.72453
598,43.16652
599,42.68822
600,42.34942
601,41.95084
602,41.45261
603,41.35518
604,41.25731
605,41.21745
606,40.9163
607,40.71568
608,40.45483
609,40.07307
610,39.72808
611,39.34057
612,38.91187
613,38.36581
614,37.76749
615,37.06599
616,36.2458
617,35.39105
618,34.67804
619,33.73029
620,32.82064
621,31.88087
622,30.89725
623,30
624,28.87865
625,27.94287
626,26.99513
627,26.16918
628,25.33171
629,24.52613
630,23.66076
631,22.86802
632,21.84012
633,20.97564
634,20.12312
635,19.48228
636,18.72055
637,17.99247
638,17.36625
639,17.00354
640,16.49513
641,16.0713
642,15.34765
643,14.82152
644,14.24048
645,13.85429
646,13.46457
647,13.11648
648,12.73738
649,12.29938
650,11.97874
651,11.62622
652,11.51506
653,11.17405
654,11.05226
655,10.72498
656,10.5403
657,10.25332
658,10.08503
659,9.910983
660,9.777679
661,9.64969
662,9.488485
663,9.238707
664,9.114703
665,8.984056
666,8.846324
667,8.591231
668,8.328167
669,8.146589
670,7.930469
671,7.841452
672,7.779008
673,7.618689
674,7.348095
675,7.084145
676,7.035872
677,6.820195
678,6.622675
679,6.357396
680,6.22365
681,5.986714
682,5.813995
683,5.633304
684,5.551816
685,5.40744
686,5.389725
687,5.300266
688,5.062445
689,4.857839
690,4.722764
691,4.692648
692,4.624003
693,4.446413
694,4.340567
695,4.232507
696,4.236935
697,4.161515
698,4.008547
699,3.734278
